,text,sentiment
2047,"CRACK Dong Aack burp Psss; psss KLING pfff: KLING Psss BEEP Beep? DONG AACK Beep! kling Dong; AACK; Crack ugh: psss Dong! Ugh: aack, Ugh Ugh Ugh! CRACK UGH? dong Beep, AACK Psss - BEEP beep Djee, DONG Kling; KLING - Aack: kling ugh dong Dong BEEP Djee ",happy
2048,"Kling; psss! DJEE burp, Beep dong - Djee KLING: PFFF - Dong Psss beep ugh, Burp! djee, DONG psss: dong BURP Beep BURP! PFFF - BEEP Burp; Dong DONG Pfff - dong Ugh? KLING Ugh; BEEP: ugh PFFF, Dong Ugh ",sad
2049,"burp: Psss! BEEP? Crack; AACK! ugh dong Kling DONG dong burp AACK; BURP Kling? DJEE - PSSS Dong: AACK burp - ugh, burp DJEE kling: Psss Kling! kling: CRACK Beep; Kling Djee; aack Pfff; burp Kling - CRACK! Dong! kling Crack CRACK? Dong, ugh - Kling - aack Dong; BEEP ",happy
2050,"DJEE! kling? Aack - Kling; DONG Kling KLING KLING; crack AACK; CRACK: BEEP BEEP Psss! BEEP; CRACK Beep; BEEP: beep: DJEE! CRACK djee? djee Kling KLING aack beep, CRACK! AACK! djee Djee Ugh aack beep? crack kling ",sad
2051,"burp? ugh: aack; CRACK: UGH Psss crack - PFFF? CRACK Dong, Aack Burp! burp DJEE; Djee! Psss: BURP? PSSS KLING pfff: Ugh crack! KLING crack: Djee, Burp CRACK Djee, AACK: aack Psss - CRACK! Kling; CRACK ugh CRACK aack - aack; Dong PFFF! psss - Kling: PSSS Djee, Kling ",happy
2052,"psss beep BEEP: psss crack! BURP, aack; psss dong KLING KLING! DJEE DONG; CRACK beep - UGH? Dong; Kling - PFFF: Kling dong ugh; PSSS CRACK, psss! psss KLING - burp; kling CRACK DJEE! Psss? Dong, KLING Psss Dong Crack, Ugh; DONG, Burp Djee: pfff Kling CRACK DJEE Djee; psss KLING? ",happy
2053,PSSS AACK KLING PSSS Crack: PFFF Beep aack! djee CRACK CRACK - Djee: Burp psss djee Crack; Pfff Djee: PSSS; DJEE beep pfff pfff: Psss? KLING PSSS! UGH - BEEP: PSSS Djee KLING PSSS pfff; pfff; DJEE Kling Psss pfff crack; ,sad
2054,"Dong beep Burp - kling AACK Dong; DONG? Djee! Aack? PSSS Kling! djee; Dong aack - AACK Aack KLING, dong dong: KLING; Burp! BURP, CRACK; burp, KLING DONG Djee - Ugh? kling crack: ",sad
2055,"Ugh KLING? UGH; Burp Burp ugh; aack! dong PFFF: ugh; kling Kling, ugh! PFFF, KLING: Aack Kling; KLING, PFFF Pfff PSSS Dong - Burp? UGH, Kling - DONG Ugh burp ugh, Ugh dong ",sad
2056,"burp ugh psss dong! UGH? kling djee BURP? Burp: crack PSSS Ugh - psss, Dong! Psss crack - Dong - Dong DONG beep, psss - UGH? Burp; Kling crack UGH DONG ugh ugh Kling! Psss KLING KLING - Ugh KLING, Burp! Burp - Dong BEEP: CRACK, DJEE - psss: dong; KLING Beep! DONG psss: Kling CRACK! psss beep Burp Kling - ",happy
2057,"Djee Kling; Dong, BEEP, Djee beep! DJEE Crack; ugh! dong; Djee, DJEE Burp? Burp - KLING: KLING UGH kling? burp DONG! djee: Kling? Djee BEEP - pfff Crack Burp? beep DJEE; dong; Pfff: kling! ",sad
2058,"Djee KLING; Burp PFFF kling Aack - AACK? CRACK pfff; CRACK! Kling psss aack burp, BURP - Kling CRACK CRACK: Aack djee Aack Kling! DJEE BURP; pfff? DJEE; Beep psss BURP DONG! Burp Aack, PSSS DONG? aack? DJEE, Pfff? pfff BURP BEEP? CRACK aack Burp KLING Aack UGH ",happy
2059,"beep; beep Psss - DJEE Beep kling beep PSSS ugh Ugh BEEP Beep Beep - psss, beep ugh! psss! Ugh KLING Ugh! Burp - Beep! Psss ",sad
2060,"PSSS beep Burp; Burp Psss - psss: Kling! aack: burp aack: Burp, PSSS djee - Burp: Psss? DJEE! beep: BEEP? KLING aack: psss BEEP? PSSS! aack, Beep BEEP? dong BURP aack Kling? BEEP kling burp BEEP ugh; Beep! dong Kling PFFF Kling djee Psss? PSSS! Kling? dong! ",happy
2061,"Beep crack beep - Pfff - Kling: Beep: Pfff, UGH Ugh kling Ugh aack Kling Psss psss Ugh BURP BURP UGH Beep! psss psss beep - PFFF Ugh: ugh Aack aack beep? dong Djee? BURP Crack ugh Djee! burp - BURP Psss Aack! DJEE Kling, Aack BEEP Djee! crack: Psss: Beep? BURP; Burp PFFF djee kling BEEP? UGH? PSSS, DJEE - PFFF; psss: psss Djee - Pfff - ",happy
2062,"Burp? AACK Psss kling? AACK - BEEP BURP - ugh CRACK BURP DONG ugh crack; Beep - kling; CRACK Ugh! Kling Psss, beep crack, Aack? Pfff - Pfff - psss! BURP; pfff, Pfff PSSS! kling Aack! pfff? aack? Psss Beep CRACK beep: aack PFFF kling! CRACK - ugh, KLING Crack - Psss KLING; burp CRACK! kling, AACK - PSSS beep: CRACK - psss - ",happy
2063,DONG dong Ugh aack! Dong! UGH psss - aack BEEP: Psss - AACK! AACK BEEP? Djee djee BURP burp - BEEP Beep; burp Beep - ugh BEEP djee Aack - Psss pfff DONG; BURP! djee aack: dong! ugh pfff - PSSS AACK - UGH BEEP? aack? Psss ,sad
2064,"crack, psss PFFF: PFFF? psss Psss pfff; burp! Beep? aack Dong BEEP! Psss; Kling beep: Dong pfff pfff kling Psss pfff kling? PSSS CRACK, BEEP Crack: ",sad
2065,"KLING Kling Kling BURP Burp! PSSS KLING BURP crack? dong; burp AACK; psss? beep psss psss: Beep? BEEP psss, burp psss CRACK - Psss CRACK? djee Kling BEEP, BURP! pfff? Beep? PSSS? BURP dong; burp BURP, KLING BEEP AACK; DONG! beep! KLING Beep Kling KLING PSSS, ",happy
2066,"AACK beep, Kling? burp dong; dong beep! DONG djee Aack Kling; Djee - Burp Beep Aack UGH burp crack? Ugh; Kling! BEEP kling: Crack UGH DONG dong, pfff; beep burp UGH: BEEP dong kling Kling Psss beep; Dong kling Crack - Beep Burp? Pfff! DJEE Pfff aack AACK djee - PFFF Aack PSSS dong Kling DJEE: djee Burp BEEP: DONG ",happy
2067,"Psss; ugh beep; Djee; DJEE; PFFF? UGH pfff PFFF djee djee! djee KLING: KLING psss Aack! Kling! aack Psss, pfff: PSSS djee DJEE Ugh Ugh UGH: psss! crack aack AACK CRACK Aack - Ugh Pfff, UGH psss PSSS, Aack kling PFFF KLING - Aack ",sad
2068,"DONG? Djee DONG: Crack? PSSS, Djee; crack psss: Pfff dong, aack psss: Crack Psss crack: Pfff; CRACK Crack: dong kling burp, UGH Psss AACK Aack pfff DONG djee burp Kling Burp; kling: dong Dong kling PSSS: psss? AACK Djee, kling? UGH Dong aack BURP ugh UGH Aack! DJEE, Dong Djee BURP KLING Djee pfff Djee, AACK, ",happy
2069,"crack? psss AACK! burp Kling CRACK, Burp crack: Crack - aack; KLING; Burp - Pfff? Psss - Aack: Kling; BURP, pfff BURP kling: dong ugh, AACK Burp: Kling, CRACK DJEE: Aack dong, AACK PSSS PSSS: BURP AACK? Burp Pfff; kling, psss? Ugh pfff? Pfff UGH, Aack? CRACK - Aack djee ugh? ugh - Crack djee CRACK Burp? ",happy
2070,"kling pfff - BEEP BURP Burp Beep DONG, burp dong CRACK; kling DJEE; Kling BEEP: UGH; DONG, crack, PSSS; ugh UGH: beep CRACK Ugh? Ugh Crack Burp; burp PSSS Aack burp Kling - Psss Pfff beep burp; Djee - Crack - crack Burp? PFFF CRACK? DONG Ugh Kling: Burp ugh crack Psss, KLING Djee - ",happy
2071,"DONG kling, ugh pfff BURP Djee! Pfff! Aack Beep! Aack Dong Pfff; DJEE burp; PFFF Ugh pfff psss! Psss psss? KLING PFFF: kling! djee Pfff, PSSS; djee - djee, PFFF, pfff KLING beep Djee Aack: ",sad
2072,"KLING Ugh: kling! ugh, ugh; DONG KLING! UGH; UGH burp pfff PFFF; Dong KLING Aack burp, beep - Aack KLING? crack! aack, aack Beep - Ugh Pfff pfff: beep! KLING; KLING, KLING? crack: Dong Burp? Beep? Beep: djee - UGH UGH PFFF, djee Ugh - Pfff ",sad
2073,Djee BEEP: Djee; kling; djee Djee - burp BEEP - KLING BEEP; Aack AACK; Aack Aack Beep - DONG! DJEE beep; aack BEEP - Djee! beep beep! beep AACK - Kling - ,sad
2074,"CRACK crack, PFFF: aack - UGH Djee, DJEE Dong CRACK? PFFF! PFFF djee: ugh; Crack? UGH, kling Aack? ugh; UGH! kling! UGH - dong ugh: AACK BURP aack - DJEE; PFFF! ugh Crack PFFF psss! UGH; DJEE dong ",sad
2075,"psss Psss! ugh; BURP ugh burp: Kling beep ugh! kling KLING - dong BEEP beep? PFFF PFFF BEEP; dong KLING, burp dong ugh - Crack, beep crack, beep BURP! PSSS BEEP - Psss? beep BURP pfff Pfff Crack crack PFFF, CRACK Dong: CRACK psss PFFF, Psss beep - UGH - psss? Kling; pfff BURP pfff UGH psss crack: ",happy
2076,"aack; BURP? Dong, psss - BURP! pfff PSSS! CRACK: dong PSSS Beep - BURP! DONG? DJEE beep! BEEP CRACK; burp, BURP, Dong Crack; crack, PSSS - CRACK burp DONG Kling beep - dong! pfff - crack BEEP PSSS - Kling? Beep Burp - kling psss BEEP? Burp? crack, crack Djee! crack? DJEE! Beep psss! DONG! Dong Psss? ",happy
2077,"PSSS - pfff CRACK psss Crack - psss psss; PSSS, crack! CRACK, DONG! CRACK Aack! burp? Psss? DONG PSSS, BURP Beep aack; Crack; Crack - crack DONG: pfff - psss dong? crack; ",sad
2078,"DONG PFFF Dong PFFF Aack BEEP kling Aack burp PSSS! Djee dong crack Psss! BEEP PSSS dong; BURP Aack? psss psss DONG UGH! burp dong PSSS Ugh Kling dong: psss; Aack! Dong! pfff, dong, burp: Aack UGH Aack? Ugh? Beep beep PFFF UGH: Ugh! ",happy
2079,"crack; AACK? PFFF aack? Ugh! KLING beep ugh Djee psss Pfff; crack Psss PSSS? CRACK! dong - Aack? psss, Aack KLING CRACK Crack, psss? KLING Djee psss Pfff Kling Psss, kling ugh; KLING? PFFF - DONG? Pfff! KLING PSSS BEEP? DJEE, PSSS UGH, pfff Djee? PFFF? Dong ",happy
2080,CRACK Dong PFFF: dong? DJEE crack: UGH Burp Pfff: BURP - CRACK? Aack AACK: Pfff Kling PSSS Crack ugh KLING: pfff DJEE burp - DONG crack - dong BURP: Crack; ugh - Psss aack BURP Dong beep? Dong - aack beep! KLING BURP: Dong: Crack! pfff BURP; djee! psss; AACK? psss AACK PSSS - beep ugh ,happy
2081,"DJEE Burp: BURP, Beep psss; Pfff CRACK Burp Crack; BEEP Ugh burp ugh DONG: ugh beep! PFFF pfff: ugh, ugh DONG; BURP - DJEE? DONG Crack AACK Dong! Pfff PFFF pfff! AACK DONG BURP Crack! CRACK, Crack burp, pfff - DJEE Pfff? djee ugh ugh BEEP: DJEE Beep; Dong ",happy
2082,"Beep DONG psss Kling; DONG dong, beep! DONG: ugh - psss kling; djee UGH? Psss? Beep - Aack Burp? beep, Burp; psss KLING: aack? Psss! DONG; Ugh? kling Burp? CRACK UGH Aack Dong - aack djee burp ugh DJEE - KLING, PSSS DONG! psss; djee Aack; Kling? UGH BEEP - BURP - Dong Djee Djee KLING pfff; Psss, burp? DJEE burp; PFFF Pfff! aack: DJEE BEEP dong beep, UGH Beep; pfff ",happy
2083,psss Aack AACK Aack Ugh: Djee Psss Beep; Djee psss! Psss Aack dong? DJEE AACK KLING? Kling! BEEP: ugh Crack BEEP Psss - Ugh! Dong? KLING psss: kling PSSS: dong Djee aack: Beep: Burp DJEE beep Kling? AACK; KLING DONG: Djee KLING Beep; dong? Djee aack? Aack! dong ugh; kling Kling - ,happy
2084,"Burp - PFFF; BEEP, ugh, PSSS? aack: BEEP beep! Psss: BEEP beep Beep! burp crack CRACK BURP BURP - DONG: Psss: Pfff: dong: dong, Pfff - crack BURP crack? Crack AACK beep, Dong pfff - Kling Crack Pfff, Kling: aack - Dong BURP: Crack pfff: burp? UGH AACK? ugh dong! PFFF? crack! burp BEEP DONG; aack? AACK! burp: PFFF AACK; ",happy
2085,"burp BEEP burp - aack; beep DONG, aack! CRACK BURP: AACK BURP crack Psss dong, crack psss, Beep, Dong Djee; AACK Beep Dong Aack - Djee AACK: BEEP, DJEE crack Burp BURP Dong! AACK: DJEE? psss aack! BURP; Crack Crack AACK ugh beep! Dong BURP - ",happy
2086,"Beep! crack Psss: Aack! Aack! Burp beep; Psss? psss: burp - KLING - Pfff crack kling Beep Crack - Aack CRACK Dong BEEP? BURP DONG: kling! PSSS - Dong: Burp aack dong Kling Dong! psss: psss BURP! Kling DJEE, Crack! kling - Burp: djee Djee Pfff psss UGH KLING: Kling Kling, PSSS pfff ",happy
2087,"dong - dong; kling: Kling DJEE! Psss? Psss DJEE - psss UGH: Ugh, djee DJEE; Aack, DJEE ugh - PSSS: Dong ugh; PFFF Djee Kling psss djee ugh crack? DONG CRACK ugh DONG Dong KLING Burp BEEP? burp KLING! Psss; ",sad
2088,"Ugh: BEEP crack? Pfff! DONG Djee kling KLING - dong DONG? PSSS? kling - crack? KLING dong - UGH: Djee! Aack; Crack, Kling; Crack: Crack kling - kling, Psss, DONG; PSSS! CRACK - dong ugh: psss crack dong Psss DJEE BURP: ugh; Crack CRACK; Ugh Psss Djee Psss ",happy
2089,"UGH - BEEP Burp Pfff: djee, burp dong; Pfff Crack djee pfff - Dong! DJEE Djee Beep CRACK: Djee! Burp? pfff - Psss; djee! PFFF beep, Crack - Djee UGH - crack beep, pfff djee! psss; Psss! Ugh: BURP! BURP: Djee, PSSS Crack BEEP? BEEP beep; Aack BURP; PSSS; ",happy
2090,"Burp beep Beep crack crack Aack Kling burp! pfff beep? pfff PFFF; pfff, burp Dong? Crack ",sad
2091,"AACK! Dong? Aack Kling ugh - Beep Burp ugh UGH; BURP! kling: Psss: psss aack PFFF burp DONG Kling? Dong? Beep DONG UGH: djee aack! Pfff, pfff; Aack ugh kling - Ugh - DJEE: Pfff, psss: Ugh kling; Djee? Aack PFFF PFFF Pfff psss; Pfff Burp - dong KLING Djee! ugh PSSS Psss, Kling: AACK pfff burp aack ",happy
2092,"PFFF! djee Crack: Djee Crack - UGH CRACK; ugh! KLING pfff Ugh UGH crack: Crack UGH burp; UGH Ugh Burp crack pfff - ugh - DJEE Kling kling, PFFF psss; BURP pfff Djee BEEP! beep? DJEE KLING: PFFF AACK? DJEE Crack! burp PFFF DJEE! burp Djee Beep? ugh? burp: crack Psss, DONG, ",happy
2093,"kling! Ugh BEEP; CRACK beep, beep AACK kling? kling! CRACK? Psss, djee: CRACK; Beep Psss Psss DONG Ugh - kling Djee KLING Djee; KLING? crack: PFFF; BEEP UGH - DJEE psss Ugh? CRACK, Kling, kling - kling, pfff: UGH: ",sad
2094,"Ugh Ugh, beep: CRACK crack UGH KLING BEEP djee PFFF - Crack; DONG - Psss: Kling: Aack UGH aack; ugh! djee: Psss! psss: dong; Beep CRACK beep? Psss? PFFF Beep Dong crack, aack Pfff - dong BURP Aack: Aack, kling crack! BURP; Crack DJEE? UGH: Pfff? Crack PSSS Pfff Beep KLING Ugh djee Aack BEEP psss! BURP? beep crack, psss beep, burp: ",happy
2095,"PFFF; djee KLING PSSS, PSSS! KLING; psss KLING DONG! Ugh - CRACK Psss Dong Crack dong DJEE crack: djee, Psss! DONG - Psss PSSS? PFFF - KLING Kling - Kling kling - CRACK PSSS; PFFF, Pfff Psss ",sad
2096,"Pfff BEEP! DJEE: AACK - ugh, AACK aack Ugh; Pfff, kling: UGH pfff! PSSS Dong; DJEE: Burp Psss? Djee crack: DONG psss; kling UGH burp? psss BURP; BURP - AACK? AACK? Beep pfff? AACK; dong BURP BURP PSSS? burp - psss Dong Burp; Aack - BURP Beep UGH, KLING Ugh; dong Djee DJEE! psss Ugh, ",happy
2097,"kling - ugh! kling: Kling! UGH Ugh KLING - PSSS? burp: burp burp CRACK kling DJEE Psss UGH Crack, Kling psss? Kling CRACK AACK? KLING, crack, CRACK CRACK BURP kling? CRACK! Psss ugh! PSSS DJEE - Djee: BURP Djee? PSSS ugh crack ",sad
2098,"pfff Burp Dong - psss KLING - djee PSSS BURP; aack - ugh, DONG? Kling - Ugh Psss pfff KLING Burp! UGH, PSSS; KLING UGH Ugh Pfff PSSS Burp: burp; CRACK crack BURP: CRACK Crack - PSSS Crack! Pfff pfff pfff: kling! Crack, Ugh crack! KLING ",sad
2099,"Psss Aack djee ugh, UGH psss; Burp; DJEE; AACK - DONG? Aack BURP? crack: burp - Beep! Psss; KLING! psss PFFF: burp BEEP Burp! psss - dong? Aack Ugh PSSS ugh: beep; Crack AACK kling CRACK Beep burp Beep - Djee - beep: Psss; AACK Burp UGH djee, AACK Aack, djee psss beep: BEEP AACK - pfff: UGH - ",happy
2100,"aack: DJEE, UGH Dong BEEP Ugh aack? DJEE Crack psss DJEE pfff: PFFF; Beep? Beep? psss: Beep aack ugh, Psss pfff? PFFF? pfff; DJEE Psss AACK CRACK psss; BEEP beep Dong Pfff; DJEE, ugh! DJEE? djee? Djee - PSSS - PSSS! Psss Beep - ",sad
2101,"BEEP djee Beep, Djee? burp: AACK, ugh Kling; burp; psss, beep, Beep, Kling, Crack! CRACK PFFF! Beep, KLING KLING: beep Kling Dong DONG; BURP psss - BURP BEEP Burp burp: BEEP crack - Pfff? Dong! djee; DJEE Kling psss DJEE kling KLING - pfff - KLING, Crack CRACK? Beep ",happy
2102,"Pfff, DJEE, djee CRACK - pfff PFFF - UGH crack BURP Burp Pfff! Pfff PFFF KLING - AACK - BURP DJEE? Djee! beep pfff ugh, KLING; burp Djee aack burp BURP; AACK Pfff; Aack beep ugh AACK: djee beep psss? crack pfff; CRACK: ",sad
2103,"Burp DONG! UGH BEEP Dong Crack Crack Burp Kling; Ugh? ugh psss BEEP - Ugh Burp Ugh Dong PSSS Dong; burp PSSS: Crack? DONG - Kling - Ugh: kling? DJEE - BEEP - kling; ugh! CRACK: Burp? psss CRACK djee KLING PSSS DJEE Psss CRACK; aack psss Djee? UGH - burp, burp? DONG Burp djee! Dong: Psss: KLING DONG! Ugh; beep? ",happy
2104,"pfff: Psss AACK Ugh Pfff Dong - beep UGH Aack - Kling AACK DONG Pfff; DONG PFFF DONG? Beep; kling, kling; crack aack PSSS UGH aack UGH PFFF dong Beep - aack: Pfff ugh? UGH AACK! Aack PFFF, ",sad
2105,"BEEP Kling Burp Pfff Pfff BEEP Djee pfff Crack Pfff; Kling - Beep; beep? PFFF: DONG, Dong DJEE CRACK: KLING beep, PSSS: DONG Djee? beep PSSS; psss; pfff! CRACK: Crack! CRACK psss psss CRACK KLING DJEE? BURP, pfff KLING; beep PSSS DONG beep! PFFF PSSS: ",happy
2106,"KLING - CRACK beep! psss aack DJEE dong: aack? BEEP Psss DONG - kling Aack - Dong Djee dong ugh BEEP PSSS! Kling KLING: dong - crack Pfff - dong KLING: AACK; djee Dong! Aack Kling Djee psss, djee DJEE? BEEP - aack - UGH DJEE KLING kling ",sad
2107,"kling - PFFF; pfff, beep! CRACK Kling Pfff Crack: crack? kling! DJEE Pfff! DONG, pfff Pfff UGH? kling PFFF: kling UGH Ugh! DONG: aack? KLING, Dong beep PSSS - Pfff, kling: PFFF? Burp? beep aack dong: Ugh? beep KLING ",sad
2108,"KLING PFFF CRACK Kling CRACK, DONG Beep Kling: dong Dong dong aack: Psss BEEP BEEP burp! Beep: BURP DJEE - Kling CRACK pfff CRACK Pfff burp KLING Crack: kling kling Psss crack! PFFF crack! Burp! PFFF KLING; BURP djee? pfff aack: Crack KLING PFFF Djee - beep, Burp, burp Crack ",happy
2109,DONG BURP - Kling Djee PSSS CRACK CRACK: CRACK: Ugh CRACK Djee Crack! KLING beep! BURP: Dong PSSS: kling - crack: BURP Dong DJEE! kling beep burp Dong - BURP burp? Psss CRACK; ugh - CRACK! burp Kling ,sad
2110,"Beep, burp? Beep, Pfff! Kling PSSS Psss beep Burp, CRACK KLING pfff? psss kling: djee crack? pfff KLING burp pfff: crack PFFF! Burp, UGH! BURP: AACK - DJEE! DONG! pfff beep? KLING - psss ugh; PFFF Djee - Crack? Djee BURP Beep Djee Djee - ",sad
2111,"beep - Djee beep! beep DJEE kling Aack: aack: djee burp DONG! Aack? Beep Aack - PFFF? DONG? ugh PFFF! Burp Pfff burp PSSS; ugh: kling DJEE - Burp Ugh Aack BEEP Ugh; BEEP DONG KLING? aack, psss KLING aack Aack - kling: beep - DONG - beep! Kling: djee aack kling: Pfff pfff dong crack, Crack pfff crack KLING - CRACK Burp Beep crack! KLING ",happy
2112,"Ugh - djee; burp? ugh - Kling pfff Beep; pfff; kling crack - kling burp! Beep, BURP Burp; kling crack! crack KLING; Djee DONG BURP beep PFFF: aack dong KLING Burp PFFF Djee, PFFF; Crack Kling beep Pfff: BURP - Kling CRACK CRACK djee, Djee: AACK? pfff, ",happy
2113,"djee, KLING! kling; KLING: DJEE? Crack Crack, beep: BURP DONG - UGH; PSSS pfff psss DONG! BURP; Burp? PFFF; djee psss! crack, Pfff! kling Burp; Crack? Kling CRACK - Burp? DJEE Djee: pfff, psss Psss, BURP; Crack - DJEE? Pfff UGH Kling - kling; CRACK; beep! djee: KLING - psss! Burp - Ugh? Burp? ",happy
2114,"Kling DONG CRACK CRACK kling? dong DONG PSSS; KLING Crack - dong KLING kling DONG CRACK Psss Psss: Crack; ugh PSSS, pfff! CRACK pfff Aack Djee: Crack KLING DONG - AACK DONG PSSS DONG - CRACK? dong: ",sad
2115,"AACK? Djee psss? Burp KLING psss DJEE? kling CRACK; PSSS? DJEE BURP KLING DJEE psss! CRACK Aack: Kling burp kling, kling! Kling! Pfff Psss, DJEE PFFF, Burp PSSS Beep; KLING! BEEP; Burp: Ugh; PSSS Kling: PSSS BURP Beep pfff pfff burp; BURP burp ",happy
2116,"psss, DONG Dong? beep BEEP Ugh: dong KLING; AACK Burp? psss - djee? Dong: DJEE; PFFF Pfff Djee psss Aack, DJEE, Dong - PFFF DONG PSSS dong psss - dong DONG! PSSS, Ugh - beep, Crack - burp UGH, Burp: Pfff, burp - UGH? ",sad
2117,"Dong crack CRACK PFFF Ugh pfff AACK - Crack, ugh Dong BURP Crack, pfff Burp; BURP, Dong, dong burp Ugh BURP CRACK; DONG - dong: Aack burp - Burp BURP - Pfff - psss UGH PFFF, UGH! pfff Crack; BEEP Crack; DONG? UGH? UGH! crack! crack Beep! UGH; ",happy
2118,"burp? beep Kling, Ugh beep Crack djee - BURP CRACK: KLING DONG Pfff? dong: burp! Aack: Aack: UGH Kling Beep; AACK - DONG PFFF; CRACK Crack: CRACK BURP - UGH, Beep! Dong Beep Aack BURP Dong? DONG; aack Beep; beep - CRACK Aack - dong, Beep - UGH Burp UGH, Ugh: DONG Dong! Burp ",happy
2119,"Djee, Djee CRACK! djee! Pfff; PFFF AACK: PSSS: Crack: psss dong: Crack DONG AACK psss, psss: ugh, pfff KLING DONG! KLING, Kling DJEE Psss! BEEP: AACK: PFFF! kling! Aack Djee DJEE; Ugh DJEE - kling DJEE, Pfff Aack aack AACK Aack Ugh, KLING - ",sad
2120,"Dong; BURP pfff kling burp ugh BURP: DONG; pfff BEEP djee! burp Burp? djee: DJEE - djee? beep: BEEP - pfff? CRACK! pfff, beep, KLING DJEE? Djee - pfff? Burp! Burp! kling Djee! KLING Burp PFFF Dong? djee? beep beep BURP, BEEP - crack, KLING PSSS djee! kling: Crack; CRACK? pfff: DONG: ",happy
2121,"PSSS - CRACK Djee: psss, CRACK: Psss - PFFF - burp CRACK: crack CRACK DJEE CRACK CRACK - Djee dong Burp, djee; Burp Dong DJEE BURP Ugh crack crack: PFFF; psss, Burp BURP DJEE ugh BEEP ugh DJEE AACK - PFFF DJEE: Burp Aack psss: burp; ",sad
2122,"PFFF djee PSSS aack Djee: BEEP! crack djee UGH, pfff - Ugh! Ugh? AACK AACK BURP KLING PSSS DONG? psss! Beep, Burp: dong beep! dong psss Beep PSSS - Psss kling UGH - Pfff: Djee - ugh Aack crack Crack Psss crack PSSS; aack! Pfff, dong Crack crack; UGH CRACK Djee: PFFF! kling? UGH; crack psss AACK: beep DONG Beep ",happy
2123,"AACK aack crack DJEE Beep Ugh Crack? DONG CRACK: BURP KLING beep aack Pfff BURP DJEE! pfff Crack CRACK Crack; pfff - KLING BEEP DJEE? crack BEEP: Kling - Beep CRACK; BURP? BEEP KLING, DJEE! Kling Beep! AACK; pfff, pfff beep! Kling - Djee? crack: Ugh Kling? kling ",happy
2124,"dong - aack - Crack, Djee Dong burp Aack Aack PSSS CRACK djee; DONG CRACK crack; Burp? psss; AACK; Crack djee? burp? Burp; Aack AACK; Aack burp Crack Crack? AACK, Aack; BURP crack; djee: pfff UGH! ",sad
2125,"djee Psss Ugh - AACK? Pfff; psss! djee; Aack kling KLING DONG; Burp; PFFF djee PSSS - KLING, DJEE djee KLING burp! Burp Aack Kling; CRACK - Aack! PSSS! Kling, DONG; Djee, Crack aack Djee AACK Burp crack: KLING dong Djee - BURP? Aack! Djee Kling PSSS PFFF UGH; aack! ",happy
2126,"beep BURP Ugh - djee? UGH BURP crack: Kling BURP PFFF djee; Djee CRACK: KLING pfff beep - Burp! UGH Dong: UGH: beep: Kling UGH DJEE: Kling: AACK Pfff? psss - BURP; PSSS? Psss Burp! beep aack Beep Kling kling - Djee AACK, Burp Beep kling, Djee Pfff: PSSS - crack PFFF - Psss KLING DJEE? ugh, ",happy
2127,Djee - Crack? CRACK AACK beep: PFFF; Djee aack pfff: pfff Pfff! Psss Aack CRACK BURP Aack - BURP CRACK; Pfff aack Burp Burp beep - CRACK CRACK burp; PFFF crack BURP Aack Ugh DJEE pfff; Burp; BEEP DJEE - AACK Crack: BURP; aack! aack: Psss PSSS! Pfff - Crack - ,happy
2128,"pfff Psss CRACK psss Burp! ugh; Psss BURP psss, burp! Ugh: burp Kling Pfff! BURP Pfff! Djee! AACK Aack: PFFF! aack AACK PSSS - pfff BURP Psss psss Burp, UGH? PSSS, pfff; kling UGH! Aack KLING Pfff dong Ugh: Pfff psss burp dong burp ",happy
2129,"dong pfff pfff, pfff Psss! AACK, DONG - BURP Dong djee, aack burp Pfff PSSS Kling DONG PSSS; burp - burp DONG DONG DJEE BEEP PSSS Psss - PFFF? DJEE - DJEE KLING DJEE PSSS, AACK BURP? Burp AACK, burp aack Pfff! Djee psss! AACK! psss: PFFF - aack; Kling PFFF Dong! djee; ",happy
2130,"kling: Djee; Beep! Djee: DJEE! Crack, psss pfff pfff Dong! Kling; Dong! burp Burp beep, DJEE, Burp AACK! Pfff kling Pfff; PSSS - Aack, aack Djee; AACK BEEP djee; BURP BEEP; Kling Burp, burp - BEEP; pfff, DONG! AACK? Burp Kling: aack! Crack; Aack? Burp DONG psss DONG? djee: crack: dong DONG! kling burp? AACK Dong, Pfff; Pfff Djee, beep; KLING ",happy
2131,"beep; PFFF dong AACK Aack psss Burp Crack - KLING burp pfff Beep Dong; BURP PFFF djee: beep: Kling; KLING, CRACK Djee? crack pfff DONG: pfff kling; CRACK AACK? dong kling burp dong? Kling KLING Kling - Aack: Aack, Pfff Aack? BURP! beep ugh - Dong BURP? AACK? Dong ",happy
2132,"Crack: Psss Djee? BEEP PSSS - psss; crack! Beep Djee Beep, ugh crack! Psss; PFFF dong ugh! aack Crack Psss aack? Psss Aack, pfff? beep, DONG Beep DJEE? PSSS AACK! Psss Beep DONG PSSS djee - beep dong Aack! burp BEEP AACK! DJEE - Dong aack! ",happy
2133,"Dong DJEE? burp! AACK Djee; AACK aack, AACK Aack? Ugh: Burp Dong Ugh DONG Dong? Aack! ugh aack, Dong beep BEEP; UGH Crack; crack Beep aack beep: Dong Ugh: ",sad
